id,text,char_count,word_count,sentence_type,style,quality_score,source
14228,স্থ্য,5,1,statement,phoneme_conjunct,30.5,prompts.csv
14229,না হলেও,7,2,statement,literary,29.0,12k.txt
14230,আরে বাল,7,2,statement,literary,29.0,12k.txt
14231,মিহির বলল,9,2,statement,literary,29.0,12k.txt
14232,মোহন বলল,8,2,statement,literary,29.0,12k.txt
14233,যাইহোক,6,1,statement,literary,29.0,12k.txt
14234,উনি বলেন,8,2,statement,literary,29.0,12k.txt
14235,তারপর বলল,9,2,statement,literary,29.0,12k.txt
14236,বৃদ্ধ বলল,9,2,statement,literary,29.0,12k.txt
14237,সত্যি যে,8,2,statement,literary,29.0,12k.txt
14238,মেরেছিস,7,1,statement,literary,29.0,12k.txt
14239,একজন বলল,8,2,statement,literary,29.0,12k.txt
14240,অবনীশ বলল,9,2,statement,literary,29.0,12k.txt
14241,না স্যার,8,2,statement,literary,29.0,12k.txt
14242,আরও বলে,7,2,statement,literary,29.0,12k.txt
14243,তাই ভাবি,8,2,statement,literary,29.0,12k.txt
14244,অনেক নীচে,9,2,statement,literary,29.0,12k.txt
14245,খুব মেপে,8,2,statement,literary,29.0,12k.txt
14246,আমি বললাম,9,2,statement,literary,29.0,12k.txt
14247,লোকটি বলল,9,2,statement,literary,29.0,12k.txt
14248,নীরবে বলল,9,2,statement,literary,29.0,12k.txt
14249,উনি বললেন,9,2,statement,literary,29.0,12k.txt
14250,কবরডাঙা,7,1,statement,literary,29.0,12k.txt
14251,তপতীদিইইই,9,1,statement,literary,29.0,12k.txt
14252,চুপ করুন,8,2,statement,literary,29.0,12k.txt
14253,তা-ও বলে,8,2,statement,literary,29.0,12k.txt
14254,কী জানি,7,2,statement,literary,29.0,12k.txt
14255,অভিমান,6,1,statement,literary,29.0,12k.txt
14256,ও স্যার,7,2,statement,literary,29.0,12k.txt
14257,এই শুনছ,7,2,statement,literary,29.0,12k.txt
14258,যা সত্যি,8,2,statement,literary,29.0,12k.txt
14259,ব্যথায়,7,1,statement,literary,29.0,12k.txt
14260,তন্ময়,6,1,statement,literary,29.0,12k.txt
14261,তবু আগুন,8,2,statement,literary,29.0,12k.txt
14262,দেখো না,7,2,statement,literary,29.0,12k.txt
14263,দ্যাখো,6,1,statement,literary,29.0,12k.txt
14264,ধুস শালা,8,2,statement,literary,29.0,12k.txt
14265,তিনি বলেন,9,2,statement,literary,29.0,12k.txt
14266,কোথায়,6,1,statement,phoneme_word,29.0,prompts.csv
14267,কীভাবে,6,1,statement,phoneme_word,29.0,prompts.csv
14268,দেওয়া,6,1,statement,phoneme_word,29.0,prompts.csv
14269,নেওয়া,6,1,statement,phoneme_word,29.0,prompts.csv
14270,… হ্যালো,8,2,statement,literary,28.5,12k.txt
14271,অপমান,5,1,statement,literary,27.5,12k.txt
14272,সায়ন,5,1,statement,literary,27.5,12k.txt
14273,বেচারা,6,1,statement,literary,27.5,12k.txt
14274,বলেছিল,6,1,statement,literary,27.5,12k.txt
14275,মনে হল,6,2,statement,literary,27.5,12k.txt
14276,সৃজিত,5,1,statement,literary,27.5,12k.txt
14277,করছিল,5,1,statement,literary,27.5,12k.txt
14278,নাকে নল,7,2,statement,literary,27.5,12k.txt
14279,স্যার,5,1,statement,literary,27.5,12k.txt
14280,মা বলত,6,2,statement,literary,27.5,12k.txt
14281,ম্যাডাম,7,1,statement,literary,27.5,12k.txt
14282,আর শোনো,7,2,statement,literary,27.5,12k.txt
14283,গলায়,5,1,statement,literary,27.5,12k.txt
14284,এই শোনো,7,2,statement,literary,27.5,12k.txt
14285,পড়ুক,5,1,statement,literary,27.5,12k.txt
14286,জানা নেই,8,2,statement,literary,27.5,12k.txt
14287,এখানে,5,1,statement,literary,27.5,12k.txt
14288,মুনাই,5,1,statement,literary,27.5,12k.txt
14289,বাদ দিন,7,2,statement,literary,27.5,12k.txt
14290,দেখুন,5,1,statement,literary,27.5,12k.txt
14291,যাক গে,6,2,statement,literary,27.5,12k.txt
14292,ঋষভ বলল,7,2,statement,literary,27.5,12k.txt
14293,হুকুম হল,8,2,statement,literary,27.5,12k.txt
14294,বাবলু বলে,9,2,statement,literary,27.5,12k.txt
14295,আমি বলি,7,2,statement,literary,27.5,12k.txt
14296,অ্যাই,5,1,statement,literary,27.5,12k.txt
14297,আমার নাম,8,2,statement,literary,27.5,12k.txt
14298,মানে বাবা,9,2,statement,literary,27.5,12k.txt
14299,এমনকি,5,1,statement,literary,27.5,12k.txt
14300,আরে না না,9,3,statement,literary,27.5,12k.txt
14301,ভাবলাম,6,1,statement,literary,27.5,12k.txt
14302,একদমে,5,1,statement,literary,27.5,12k.txt
14303,তা-ও বলল,8,2,statement,literary,27.5,12k.txt
14304,ব্যাস,5,1,statement,literary,27.5,12k.txt
14305,উঠলেন,5,1,statement,literary,27.5,12k.txt
14306,প্লিজ,5,1,statement,literary,27.5,12k.txt
14307,মা আছে,6,2,statement,literary,27.5,12k.txt
14308,তারপর ও,7,2,statement,literary,27.5,12k.txt
14309,আবার বলল,8,2,statement,literary,27.5,12k.txt
14310,শুনছওওওও,8,1,statement,literary,27.5,12k.txt
14311,সোনাই,5,1,statement,literary,27.5,12k.txt
14312,মিতালি,6,1,statement,literary,27.5,12k.txt
14313,দেখছি,5,1,statement,literary,27.5,12k.txt
14314,সত্যি,5,1,statement,literary,27.5,12k.txt
14315,আমাকে,5,1,statement,literary,27.5,12k.txt
14316,আরও বলল,7,2,statement,literary,27.5,12k.txt
14317,আর দুই,6,2,statement,literary,27.5,12k.txt
14318,তোমরা,5,1,statement,phoneme_word,27.5,prompts.csv
14319,পুরনো,5,1,statement,phoneme_word,27.5,prompts.csv
14320,বাড়ি,5,1,statement,phoneme_word,27.5,prompts.csv
14321,বিকাল,5,1,statement,phoneme_word,27.5,prompts.csv
14322,গতকাল,5,1,statement,phoneme_word,27.5,prompts.csv
14323,খাওয়া,6,1,statement,phoneme_word,27.5,prompts.csv
14324,হওয়া,5,1,statement,phoneme_word,27.5,prompts.csv
14325,পাওয়া,6,1,statement,phoneme_word,27.5,prompts.csv
14326,দাদাভাই,7,1,statement,literary,26.0,12k.txt
14327,ওই তো,5,2,statement,literary,26.0,12k.txt
14328,শোনো না,7,2,statement,literary,26.0,12k.txt
14329,ও শালা,6,2,statement,literary,26.0,12k.txt
14330,না থাক,6,2,statement,literary,26.0,12k.txt
14331,বলল যে,6,2,statement,literary,26.0,12k.txt
14332,বললেন,5,1,statement,literary,26.0,12k.txt
14333,বললাম,5,1,statement,literary,26.0,12k.txt
14334,বাবলু বলল,9,2,statement,literary,26.0,12k.txt
14335,বাবলু,5,1,statement,literary,26.0,12k.txt
14336,কী করছ কী,9,3,statement,literary,26.0,12k.txt
14337,মা কসম,6,2,statement,literary,26.0,12k.txt
14338,মিহির,5,1,statement,literary,26.0,12k.txt
14339,কী হল,5,2,statement,literary,26.0,12k.txt
14340,সে বলে,6,2,statement,literary,26.0,12k.txt
14341,তারপর,5,1,statement,literary,26.0,12k.txt
14342,বলেই বলল,8,2,statement,literary,26.0,12k.txt
14343,না কেন,6,2,statement,literary,26.0,12k.txt
14344,খারাপ,5,1,statement,phoneme_word,26.0,prompts.csv
14345,খাবার,5,1,statement,phoneme_word,26.0,prompts.csv
14346,জানালা,6,1,statement,phoneme_word,26.0,prompts.csv
14347,যাওয়া,6,1,statement,phoneme_word,26.0,prompts.csv
14348,চক্র,4,1,statement,literary,25.5,12k.txt
14349,ও বলল,5,2,statement,literary,24.5,12k.txt
14350,হেইইই,5,1,statement,literary,24.5,12k.txt
14351,র্য,3,1,statement,phoneme_conjunct,24.0,prompts.csv
14352,হ্য,3,1,statement,phoneme_conjunct,24.0,prompts.csv
14353,ক্র,3,1,statement,phoneme_conjunct,24.0,prompts.csv
14354,গ্র,3,1,statement,phoneme_conjunct,24.0,prompts.csv
14355,ত্র,3,1,statement,phoneme_conjunct,24.0,prompts.csv
14356,দ্র,3,1,statement,phoneme_conjunct,24.0,prompts.csv
14357,প্র,3,1,statement,phoneme_conjunct,24.0,prompts.csv
14358,ব্র,3,1,statement,phoneme_conjunct,24.0,prompts.csv
14359,ভ্র,3,1,statement,phoneme_conjunct,24.0,prompts.csv
14360,শ্র,3,1,statement,phoneme_conjunct,24.0,prompts.csv
14361,স্র,3,1,statement,phoneme_conjunct,24.0,prompts.csv
14362,হ্র,3,1,statement,phoneme_conjunct,24.0,prompts.csv
14363,ক্ত,3,1,statement,phoneme_conjunct,24.0,prompts.csv
14364,ক্ষ,3,1,statement,phoneme_conjunct,24.0,prompts.csv
14365,ঙ্ক,3,1,statement,phoneme_conjunct,24.0,prompts.csv
14366,ঙ্গ,3,1,statement,phoneme_conjunct,24.0,prompts.csv
14367,চ্ছ,3,1,statement,phoneme_conjunct,24.0,prompts.csv
14368,জ্ঞ,3,1,statement,phoneme_conjunct,24.0,prompts.csv
14369,ঞ্চ,3,1,statement,phoneme_conjunct,24.0,prompts.csv
14370,ঞ্জ,3,1,statement,phoneme_conjunct,24.0,prompts.csv
14371,ণ্ট,3,1,statement,phoneme_conjunct,24.0,prompts.csv
14372,ণ্ড,3,1,statement,phoneme_conjunct,24.0,prompts.csv
14373,ন্ত,3,1,statement,phoneme_conjunct,24.0,prompts.csv
14374,ন্দ,3,1,statement,phoneme_conjunct,24.0,prompts.csv
14375,ন্ধ,3,1,statement,phoneme_conjunct,24.0,prompts.csv
14376,প্ত,3,1,statement,phoneme_conjunct,24.0,prompts.csv
14377,ব্দ,3,1,statement,phoneme_conjunct,24.0,prompts.csv
14378,ম্প,3,1,statement,phoneme_conjunct,24.0,prompts.csv
14379,ম্ব,3,1,statement,phoneme_conjunct,24.0,prompts.csv
14380,ল্ক,3,1,statement,phoneme_conjunct,24.0,prompts.csv
14381,ল্প,3,1,statement,phoneme_conjunct,24.0,prompts.csv
14382,শ্চ,3,1,statement,phoneme_conjunct,24.0,prompts.csv
14383,ষ্ট,3,1,statement,phoneme_conjunct,24.0,prompts.csv
14384,ষ্ঠ,3,1,statement,phoneme_conjunct,24.0,prompts.csv
14385,স্ক,3,1,statement,phoneme_conjunct,24.0,prompts.csv
14386,স্ত,3,1,statement,phoneme_conjunct,24.0,prompts.csv
14387,স্থ,3,1,statement,phoneme_conjunct,24.0,prompts.csv
14388,স্ন,3,1,statement,phoneme_conjunct,24.0,prompts.csv
14389,স্প,3,1,statement,phoneme_conjunct,24.0,prompts.csv
14390,স্ম,3,1,statement,phoneme_conjunct,24.0,prompts.csv
14391,হ্ন,3,1,statement,phoneme_conjunct,24.0,prompts.csv
14392,হ্ম,3,1,statement,phoneme_conjunct,24.0,prompts.csv
14393,না না,5,2,statement,literary,23.0,12k.txt
14394,এই এই,5,2,statement,literary,23.0,12k.txt
14395,ট্ট,3,1,statement,phoneme_conjunct,22.5,prompts.csv
14396,ন্ন,3,1,statement,phoneme_conjunct,22.5,prompts.csv
14397,ল্ল,3,1,statement,phoneme_conjunct,22.5,prompts.csv
14398,দোকা,4,1,statement,literary,21.0,12k.txt
14399,রোজি,4,1,statement,literary,21.0,12k.txt
14400,বলেন,4,1,statement,literary,21.0,12k.txt
14401,ভানু,4,1,statement,literary,21.0,12k.txt
14402,বলছি,4,1,statement,literary,21.0,12k.txt
14403,হাতে,4,1,statement,literary,21.0,12k.txt
14404,কারণ,4,1,statement,literary,21.0,12k.txt
14405,অনেক,4,1,statement,literary,21.0,12k.txt
14406,ভয়ে,4,1,statement,literary,21.0,12k.txt
14407,বলুন,4,1,statement,literary,21.0,12k.txt
14408,দেখো,4,1,statement,literary,21.0,12k.txt
14409,ব্যস,4,1,statement,literary,21.0,12k.txt
14410,দাঁত,4,1,statement,literary,21.0,12k.txt
14411,ঠোঁট,4,1,statement,literary,21.0,12k.txt
14412,চুলে,4,1,statement,literary,21.0,12k.txt
14413,কালু,4,1,statement,literary,21.0,12k.txt
14414,তুমি,4,1,statement,phoneme_word,21.0,prompts.csv
14415,আমরা,4,1,statement,phoneme_word,21.0,prompts.csv
14416,সেটা,4,1,statement,phoneme_word,21.0,prompts.csv
14417,ভালো,4,1,statement,phoneme_word,21.0,prompts.csv
14418,পানি,4,1,statement,phoneme_word,21.0,prompts.csv
14419,রুটি,4,1,statement,phoneme_word,21.0,prompts.csv
14420,মাংস,4,1,statement,phoneme_word,21.0,prompts.csv
14421,দরজা,4,1,statement,phoneme_word,21.0,prompts.csv
14422,মাটি,4,1,statement,phoneme_word,21.0,prompts.csv
14423,সকাল,4,1,statement,phoneme_word,21.0,prompts.csv
14424,পরশু,4,1,statement,phoneme_word,21.0,prompts.csv
14425,পাঁচ,4,1,statement,phoneme_word,21.0,prompts.csv
14426,সবুজ,4,1,statement,phoneme_word,21.0,prompts.csv
14427,হলুদ,4,1,statement,phoneme_word,21.0,prompts.csv
14428,কালো,4,1,statement,phoneme_word,21.0,prompts.csv
14429,পড়া,4,1,statement,phoneme_word,21.0,prompts.csv
14430,লেখা,4,1,statement,phoneme_word,21.0,prompts.csv
14431,দেখা,4,1,statement,phoneme_word,21.0,prompts.csv
14432,শোনা,4,1,statement,phoneme_word,21.0,prompts.csv
14433,নেই,3,1,statement,literary,19.5,12k.txt
14434,ও হো,4,2,statement,literary,19.5,12k.txt
14435,গলা,3,1,statement,literary,19.5,12k.txt
14436,সরি,3,1,statement,literary,19.5,12k.txt
14437,যাক,3,1,statement,literary,19.5,12k.txt
14438,টিভি,4,1,statement,literary,19.5,12k.txt
14439,চলো,3,1,statement,literary,19.5,12k.txt
14440,শোন,3,1,statement,literary,19.5,12k.txt
14441,বলে,3,1,statement,literary,19.5,12k.txt
14442,শোনো,4,1,statement,literary,19.5,12k.txt
14443,বেশ,3,1,statement,literary,19.5,12k.txt
14444,বোঝো,4,1,statement,literary,19.5,12k.txt
14445,তবু,3,1,statement,literary,19.5,12k.txt
14446,কেন,3,1,statement,literary,19.5,12k.txt
14447,বাট,3,1,statement,literary,19.5,12k.txt
14448,চুপ,3,1,statement,literary,19.5,12k.txt
14449,… ও হো,6,3,statement,literary,19.5,12k.txt
14450,ধুস,3,1,statement,literary,19.5,12k.txt
14451,সেই,3,1,statement,literary,19.5,12k.txt
14452,বরং,3,1,statement,literary,19.5,12k.txt
14453,সোম,3,1,statement,literary,19.5,12k.txt
14454,করা,3,1,statement,literary,19.5,12k.txt
14455,আসি,3,1,statement,literary,19.5,12k.txt
14456,ড়া,3,1,statement,phoneme_consonant_matra,19.5,prompts.csv
14457,ড়ি,3,1,statement,phoneme_consonant_matra,19.5,prompts.csv
14458,ড়ী,3,1,statement,phoneme_consonant_matra,19.5,prompts.csv
14459,ড়ু,3,1,statement,phoneme_consonant_matra,19.5,prompts.csv
14460,ড়ূ,3,1,statement,phoneme_consonant_matra,19.5,prompts.csv
14461,ড়ৃ,3,1,statement,phoneme_consonant_matra,19.5,prompts.csv
14462,ড়ে,3,1,statement,phoneme_consonant_matra,19.5,prompts.csv
14463,ড়ৈ,3,1,statement,phoneme_consonant_matra,19.5,prompts.csv
14464,ড়ো,3,1,statement,phoneme_consonant_matra,19.5,prompts.csv
14465,ড়ৌ,3,1,statement,phoneme_consonant_matra,19.5,prompts.csv
14466,ঢ়া,3,1,statement,phoneme_consonant_matra,19.5,prompts.csv
14467,ঢ়ি,3,1,statement,phoneme_consonant_matra,19.5,prompts.csv
14468,ঢ়ী,3,1,statement,phoneme_consonant_matra,19.5,prompts.csv
14469,ঢ়ু,3,1,statement,phoneme_consonant_matra,19.5,prompts.csv
14470,ঢ়ূ,3,1,statement,phoneme_consonant_matra,19.5,prompts.csv
14471,ঢ়ৃ,3,1,statement,phoneme_consonant_matra,19.5,prompts.csv
14472,ঢ়ে,3,1,statement,phoneme_consonant_matra,19.5,prompts.csv
14473,ঢ়ৈ,3,1,statement,phoneme_consonant_matra,19.5,prompts.csv
14474,ঢ়ো,3,1,statement,phoneme_consonant_matra,19.5,prompts.csv
14475,ঢ়ৌ,3,1,statement,phoneme_consonant_matra,19.5,prompts.csv
14476,য়া,3,1,statement,phoneme_consonant_matra,19.5,prompts.csv
14477,য়ি,3,1,statement,phoneme_consonant_matra,19.5,prompts.csv
14478,য়ী,3,1,statement,phoneme_consonant_matra,19.5,prompts.csv
14479,য়ু,3,1,statement,phoneme_consonant_matra,19.5,prompts.csv
14480,য়ূ,3,1,statement,phoneme_consonant_matra,19.5,prompts.csv
14481,য়ৃ,3,1,statement,phoneme_consonant_matra,19.5,prompts.csv
14482,য়ে,3,1,statement,phoneme_consonant_matra,19.5,prompts.csv
14483,য়ৈ,3,1,statement,phoneme_consonant_matra,19.5,prompts.csv
14484,য়ো,3,1,statement,phoneme_consonant_matra,19.5,prompts.csv
14485,য়ৌ,3,1,statement,phoneme_consonant_matra,19.5,prompts.csv
14486,ক্য,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14487,খ্য,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14488,গ্য,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14489,ঘ্য,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14490,চ্য,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14491,জ্য,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14492,ঝ্য,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14493,ট্য,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14494,ড্য,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14495,ণ্য,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14496,ত্য,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14497,থ্য,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14498,দ্য,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14499,ধ্য,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14500,ন্য,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14501,প্য,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14502,ব্য,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14503,ভ্য,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14504,ম্য,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14505,ল্য,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14506,শ্য,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14507,ষ্য,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14508,স্য,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14509,খ্র,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14510,ঘ্র,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14511,চ্র,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14512,জ্র,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14513,ট্র,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14514,ড্র,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14515,থ্র,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14516,ধ্র,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14517,ন্র,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14518,ফ্র,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14519,ম্র,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14520,ক্ন,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14521,ক্ম,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14522,ক্স,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14523,গ্ন,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14524,গ্ম,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14525,ঘ্ন,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14526,ঙ্খ,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14527,ঙ্ঘ,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14528,ঞ্ছ,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14529,ঞ্ঝ,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14530,ট্ঠ,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14531,ড্ঢ,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14532,ণ্ঠ,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14533,ণ্ঢ,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14534,ত্থ,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14535,ত্ন,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14536,ত্ম,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14537,দ্ধ,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14538,দ্ব,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14539,দ্ম,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14540,দ্ভ,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14541,ন্থ,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14542,ন্ম,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14543,ন্ব,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14544,প্ন,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14545,প্ম,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14546,প্স,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14547,ব্ধ,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14548,ব্ন,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14549,ভ্ন,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14550,ম্ন,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14551,ম্ফ,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14552,ম্ভ,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14553,ল্গ,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14554,ল্ট,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14555,ল্ড,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14556,ল্ফ,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14557,ল্ব,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14558,ল্ম,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14559,শ্ছ,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14560,শ্ন,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14561,শ্ব,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14562,শ্ম,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14563,ষ্ক,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14564,ষ্ণ,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14565,ষ্প,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14566,ষ্ফ,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14567,ষ্ম,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14568,স্খ,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14569,স্ট,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14570,স্ফ,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14571,স্ব,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14572,হ্ল,3,1,statement,phoneme_conjunct,19.5,prompts.csv
14573,আমি,3,1,statement,phoneme_word,19.5,prompts.csv
14574,তারা,4,1,statement,phoneme_word,19.5,prompts.csv
14575,এটা,3,1,statement,phoneme_word,19.5,prompts.csv
14576,ওটা,3,1,statement,phoneme_word,19.5,prompts.csv
14577,কখন,3,1,statement,phoneme_word,19.5,prompts.csv
14578,ঠিক,3,1,statement,phoneme_word,19.5,prompts.csv
14579,ভুল,3,1,statement,phoneme_word,19.5,prompts.csv
14580,বড়,3,1,statement,phoneme_word,19.5,prompts.csv
14581,ছোট,3,1,statement,phoneme_word,19.5,prompts.csv
14582,নতুন,4,1,statement,phoneme_word,19.5,prompts.csv
14583,ভাত,3,1,statement,phoneme_word,19.5,prompts.csv
14584,মাছ,3,1,statement,phoneme_word,19.5,prompts.csv
14585,ছাদ,3,1,statement,phoneme_word,19.5,prompts.csv
14586,গাছ,3,1,statement,phoneme_word,19.5,prompts.csv
14587,ফুল,3,1,statement,phoneme_word,19.5,prompts.csv
14588,পাতা,4,1,statement,phoneme_word,19.5,prompts.csv
14589,বীজ,3,1,statement,phoneme_word,19.5,prompts.csv
14590,ভাই,3,1,statement,phoneme_word,19.5,prompts.csv
14591,বোন,3,1,statement,phoneme_word,19.5,prompts.csv
14592,দিন,3,1,statement,phoneme_word,19.5,prompts.csv
14593,রাত,3,1,statement,phoneme_word,19.5,prompts.csv
14594,কাল,3,1,statement,phoneme_word,19.5,prompts.csv
14595,দুই,3,1,statement,phoneme_word,19.5,prompts.csv
14596,তিন,3,1,statement,phoneme_word,19.5,prompts.csv
14597,চার,3,1,statement,phoneme_word,19.5,prompts.csv
14598,ছয়,3,1,statement,phoneme_word,19.5,prompts.csv
14599,সাত,3,1,statement,phoneme_word,19.5,prompts.csv
14600,নয়,3,1,statement,phoneme_word,19.5,prompts.csv
14601,নীল,3,1,statement,phoneme_word,19.5,prompts.csv
14602,সাদা,4,1,statement,phoneme_word,19.5,prompts.csv
14603,আসা,3,1,statement,phoneme_word,19.5,prompts.csv
14604,বলা,3,1,statement,phoneme_word,19.5,prompts.csv
14605,থাকা,4,1,statement,phoneme_word,19.5,prompts.csv
14606,বলল,3,1,statement,literary,18.0,12k.txt
14607,অফফফ,4,1,statement,literary,18.0,12k.txt
14608,ইসসস,4,1,statement,literary,18.0,12k.txt
14609,…না না,6,2,statement,literary,18.0,12k.txt
14610,ড়,2,1,statement,phoneme_consonant,18.0,prompts.csv
14611,ঢ়,2,1,statement,phoneme_consonant,18.0,prompts.csv
14612,য়,2,1,statement,phoneme_consonant,18.0,prompts.csv
14613,কা,2,1,statement,phoneme_consonant_matra,18.0,prompts.csv
14614,কি,2,1,statement,phoneme_consonant_matra,18.0,prompts.csv
14615,কী,2,1,statement,phoneme_consonant_matra,18.0,prompts.csv
14616,কু,2,1,statement,phoneme_consonant_matra,18.0,prompts.csv
14617,কূ,2,1,statement,phoneme_consonant_matra,18.0,prompts.csv
14618,কৃ,2,1,statement,phoneme_consonant_matra,18.0,prompts.csv
14619,কে,2,1,statement,phoneme_consonant_matra,18.0,prompts.csv
14620,কৈ,2,1,statement,phoneme_consonant_matra,18.0,prompts.csv
14621,কো,2,1,statement,phoneme_consonant_matra,18.0,prompts.csv
14622,কৌ,2,1,statement,phoneme_consonant_matra,18.0,prompts.csv
14623,খা,2,1,statement,phoneme_consonant_matra,18.0,prompts.csv
14624,খি,2,1,statement,phoneme_consonant_matra,18.0,prompts.csv
14625,খী,2,1,statement,phoneme_consonant_matra,18.0,prompts.csv
14626,খু,2,1,statement,phoneme_consonant_matra,18.0,prompts.csv
14627,খূ,2,1,statement,phoneme_consonant_matra,18.0,prompts.csv
14628,খৃ,2,1,statement,phoneme_consonant_matra,18.0,prompts.csv
14629,খে,2,1,statement,phoneme_consonant_matra,18.0,prompts.csv
14630,খৈ,2,1,statement,phoneme_consonant_matra,18.0,prompts.csv
14631,খো,2,1,statement,phoneme_consonant_matra,18.0,prompts.csv
14632,খৌ,2,1,statement,phoneme_consonant_matra,18.0,prompts.csv
14633,গা,2,1,statement,phoneme_consonant_matra,18.0,prompts.csv
14634,গি,2,1,statement,phoneme_consonant_matra,18.0,prompts.csv
14635,গী,2,1,statement,phoneme_consonant_matra,18.0,prompts.csv
14636,গু,2,1,statement,phoneme_consonant_matra,18.0,prompts.csv
14637,গূ,2,1,statement,phoneme_consonant_matra,18.0,prompts.csv
14638,গৃ,2,1,statement,phoneme_consonant_matra,18.0,prompts.csv
14639,গে,2,1,statement,phoneme_consonant_matra,18.0,prompts.csv
14640,গৈ,2,1,statement,phoneme_consonant_matra,18.0,prompts.csv
